033859,8890
033994,1742
032704,2303
031998,9952
031667,0975
031401,2314
031401,2314
031295,8785
031126,2052
031126,2052
031126,2052
031126,2052
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
031115,8450
030987,6789
030920,4890
030920,4890
030920,4890
030859,4286
030859,4286
030740,6664
030740,6664
030740,6664
030740,6664
030734,6076
030734,6076
030734,6076
030734,6076
031133,5754
031133,5754
031006,4770
031006,4770
030861,4392
030861,4392
030861,4392
030861,4392
030861,4392
030746,8030
030746,8030
030746,8030
030746,8030
031226,8160
031226,8160
031226,8160
031226,8160
031226,8160
031136,3500
030839,5043
030839,5043
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030828,7963
030998,5356
030998,5356
030813,1586
030813,1586
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
030780,4084
032254,6989
032380,5577
032019,8614
031979,0320
031823,8305
031796,2940
031796,2940
031474,1162
031474,1162
031474,1162
031474,1162
031440,7202
031440,7202
031440,7202
031336,7262
031336,7262
031336,7262
031336,7262
031336,7262
031336,7262
031336,7262
030982,7227
030982,7227
030982,7227
030982,7227
030784,6700
030784,6700
030784,6700
030735,2336
030735,2336
030735,2336
030735,2336
030586,0802
030586,0802
030586,0802
030586,0802
030586,0802
030586,0802
030586,0802
030586,0802
030586,0802
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030443,1927
030328,2111
030328,2111
030328,2111
030328,2111
030328,2111
030328,2111
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
030267,3237
