2850
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,000
100,000
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
100,00
