2850
58,927500
62,310000
58,590000
55,800000
54,870000
54,870000
55,800000
68,820000
79,980000
88,350000
89,280000
89,280000
88,350000
88,350000
88,350000
86,490000
87,420000
92,070000
93,000000
93,000000
89,280000
84,630000
77,190000
67,890000
58,590000
67,000000
63,000000
60,000000
59,000000
59,000000
60,000000
74,000000
86,000000
95,000000
96,000000
96,000000
95,000000
95,000000
95,000000
93,000000
94,000000
99,000000
100,000000
100,000000
96,000000
91,000000
83,000000
73,000000
63,000000
65,660000
61,740000
58,800000
57,820000
57,820000
58,800000
72,520000
84,280010
93,100000
94,080000
94,080000
93,100000
93,100000
93,100000
91,140000
92,120000
97,020000
98,000000
98,000000
94,080000
89,180010
81,340000
71,540000
61,740000
64,320000
60,480000
57,600000
56,640000
56,640000
57,600000
71,040000
82,560000
91,200000
92,160000
92,160000
91,200000
91,200000
91,200000
89,280000
90,240000
95,040000
96,000000
96,000000
92,160000
87,360000
79,680000
70,080000
60,480000
62,980000
59,220000
56,400000
55,460000
55,460000
56,400000
69,560000
80,840000
89,300000
90,240000
90,240000
89,300000
89,300000
89,300000
87,420000
88,360000
93,060000
94,000000
94,000000
90,240000
85,540000
78,020000
68,620000
59,220000
60,060000
55,440000
52,360000
50,820000
49,280000
50,050000
50,820000
53,900000
61,600000
67,759990
69,300000
70,070000
69,300000
67,759990
66,990000
66,990000
70,070000
77,000000
76,230000
74,690000
72,380000
70,840000
66,990000
62,370000
58,500000
54,000000
51,000000
49,500000
48,000000
48,750000
49,500000
52,500000
60,000000
66,000000
67,500000
68,250000
67,500000
66,000000
65,250000
65,250000
68,250000
75,000000
74,250000
72,750000
70,500000
69,000000
65,250000
60,750000
59,319120
55,777680
53,121600
52,236240
52,236240
53,121600
65,516640
76,140960
84,109200
84,994550
84,994550
84,109200
84,109200
84,109200
82,338480
83,223840
87,650640
88,536000
88,536000
84,994550
80,567760
73,484880
64,631280
55,777680
63,784000
59,976000
57,120000
56,168000
56,168000
57,120000
70,448000
81,872000
90,439990
91,392000
91,392000
90,439990
90,439990
90,439990
88,536000
89,488000
94,248000
95,200000
95,200000
91,392000
86,632000
79,016000
69,496000
59,976000
62,508320
58,776480
55,977600
55,044640
55,044640
55,977600
69,039040
80,234560
88,631200
89,564160
89,564160
88,631200
88,631200
88,631200
86,765280
87,698240
92,363040
93,296000
93,296000
89,564160
84,899360
77,435680
68,106080
58,776480
61,232640
57,576960
54,835200
53,921280
53,921280
54,835200
67,630070
78,597110
86,822400
87,736310
87,736310
86,822400
86,822400
86,822400
84,994550
85,908480
90,478070
91,392000
91,392000
87,736310
83,166720
75,855350
66,716160
57,576960
59,956960
56,377440
53,692800
52,797920
52,797920
53,692800
66,221120
76,959680
85,013600
85,908480
85,908480
85,013600
85,013600
85,013600
83,223840
84,118710
88,593120
89,488000
89,488000
85,908480
81,434080
74,275040
65,326240
56,377440
57,177120
52,778880
49,846720
48,380640
46,914550
47,647590
48,380640
51,312800
58,643200
64,507510
65,973590
66,706630
65,973590
64,507510
63,774480
63,774480
66,706630
73,303990
72,570950
71,104880
68,905750
67,439670
63,774480
59,376240
55,692000
51,408000
48,552000
47,124000
45,696000
